County & State,County,State,latitude,longitude
Republic CountyKS,Republic County,KS,39.807989,-97.6982272
Reynolds CountyMO,Reynolds County,MO,37.378663,-90.9820668
Rhea CountyTN,Rhea County,TN,35.5927914,-84.981754
Rice CountyKS,Rice County,KS,38.2808698,-98.2212979
Rice CountyMN,Rice County,MN,44.2749995,-93.3388917
Rich CountyUT,Rich County,UT,41.5629707,-111.1891151
Richardson CountyNE,Richardson County,NE,40.0898025,-95.6457951
Richland CountyIL,Richland County,IL,38.7212791,-88.0900762
Richland CountyMT,Richland County,MT,47.9200496,-104.8017491
Richland CountyND,Richland County,ND,46.1546779,-96.8958656
Richland CountyOH,Richland County,OH,40.7566723,-82.5185837
Richland CountySC,Richland County,SC,34.0412165,-80.9428911
Richland CountyWI,Richland County,WI,43.4060497,-90.3748354
Richland ParishLA,Richland Parish,LA,32.3887281,-91.7928402
Richmond cityVA,Richmond city,VA,37.5407246,-77.4360481
Richmond CountyGA,Richmond County,GA,33.3205339,-82.0842901
Richmond CountyNC,Richmond County,NC,35.003045,-79.7848422
Richmond CountyNY,Richmond County,NY,40.5795317,-74.1502007
Richmond CountyVA,Richmond County,VA,37.9175609,-76.7105632
Riley CountyKS,Riley County,KS,39.3686475,-96.8350999
Rincón MunicipioPR,Rincón Municipio,PR,-25.2520888,-52.0215415
Ringgold CountyIA,Ringgold County,IA,40.7973811,-94.315422
Rio Arriba CountyNM,Rio Arriba County,NM,36.6162892,-106.7234639
Rio Blanco CountyCO,Rio Blanco County,CO,39.9814297,-108.2377519
Rio Grande CountyCO,Rio Grande County,CO,37.5749508,-106.4405872
Río Grande MunicipioPR,Río Grande Municipio,PR,18.3788399,-65.8398823
Ripley CountyIN,Ripley County,IN,39.0986811,-85.2308414
Ripley CountyMO,Ripley County,MO,36.6928452,-90.8294002
Ritchie CountyWV,Ritchie County,WV,39.1822303,-81.0312989
Riverside CountyCA,Riverside County,CA,33.6825587,-115.4733554
Roane CountyTN,Roane County,TN,35.836117,-84.564147
Roane CountyWV,Roane County,WV,38.7564882,-81.4278984
Roanoke CityVA,Roanoke City,VA,37.2709116,-79.9449495
Roanoke CountyVA,Roanoke County,VA,37.2467123,-80.1205256
Roberts CountySD,Roberts County,SD,45.611639,-97.0335771
Roberts CountyTX,Roberts County,TX,35.8540979,-100.8903099
Robertson CountyKY,Robertson County,KY,38.5224338,-84.0378894
Robertson CountyTN,Robertson County,TN,36.5250666,-86.8621827
Robertson CountyTX,Robertson County,TX,31.0080004,-96.4929797
Robeson CountyNC,Robeson County,NC,34.6383858,-79.1096901
Rock CountyMN,Rock County,MN,43.6927003,-96.3226072
Rock CountyNE,Rock County,NE,42.3951993,-99.456155
Rock CountyWI,Rock County,WI,42.6251506,-89.0179332
Rock Island CountyIL,Rock Island County,IL,41.3998209,-90.563609
Rockbridge CountyVA,Rockbridge County,VA,37.8062214,-79.5153773
Rockcastle CountyKY,Rockcastle County,KY,37.3743065,-84.3121264
Rockdale CountyGA,Rockdale County,GA,33.6752492,-84.0378894
Rockingham CountyNC,Rockingham County,NC,36.4335041,-79.8296743
Rockingham CountyNH,Rockingham County,NH,42.9931261,-71.0497768
Rockingham CountyVA,Rockingham County,VA,38.5825919,-78.8835548
Rockland CountyNY,Rockland County,NY,41.1489458,-73.9830029
Rockwall CountyTX,Rockwall County,TX,32.8721646,-96.365157
Roger Mills CountyOK,Roger Mills County,OK,35.616176,-99.634135
Rogers CountyOK,Rogers County,OK,36.3898068,-95.6457951
Rolette CountyND,Rolette County,ND,48.6981517,-99.8791166
Rooks CountyKS,Rooks County,KS,39.3638509,-99.2785583
Roosevelt CountyMT,Roosevelt County,MT,48.2850231,-105.1099231
Roosevelt CountyNM,Roosevelt County,NM,33.9538388,-103.3587288
Roscommon CountyMI,Roscommon County,MI,44.3516109,-84.6897495
Roseau CountyMN,Roseau County,MN,48.7249475,-95.9820524
Rosebud CountyMT,Rosebud County,MT,46.3904836,-106.5944313
Ross CountyOH,Ross County,OH,39.3584253,-82.9931607
Routt CountyCO,Routt County,CO,40.4771623,-107.1011931
Rowan CountyKY,Rowan County,KY,38.177068,-83.4643551
Rowan CountyNC,Rowan County,NC,35.6303455,-80.543845
Runnels CountyTX,Runnels County,TX,31.8714508,-99.9912254
Rush CountyIN,Rush County,IN,39.6481768,-85.520024
Rush CountyKS,Rush County,KS,38.5358968,-99.2785583
Rusk CountyTX,Rusk County,TX,32.1741887,-94.8105955
Rusk CountyWI,Rusk County,WI,45.5193649,-91.1563029
Russell CountyAL,Russell County,AL,32.3552497,-85.1894045
Russell CountyKS,Russell County,KS,38.9094717,-98.7481167
Russell CountyKY,Russell County,KY,36.9806476,-85.0649071
Russell CountyVA,Russell County,VA,36.9904385,-82.0842901
Rutherford CountyNC,Rutherford County,NC,35.4258737,-81.909826
Rutherford CountyTN,Rutherford County,TN,35.7724263,-86.3376761
Rutland CountyVT,Rutland County,VT,43.6448675,-72.9932969
Sabana Grande MunicipioPR,Sabana Grande Municipio,PR,18.0814007,-66.9653528
Sabine CountyTX,Sabine County,TX,31.2974233,-93.8248241
Sabine ParishLA,Sabine Parish,LA,31.4893252,-93.5003454
Sac CountyIA,Sac County,IA,42.3573517,-95.1432068
Sacramento CountyCA,Sacramento County,CA,38.5747513,-121.4813923
Sagadahoc CountyME,Sagadahoc County,ME,43.8171265,-69.7825531
Saginaw CountyMI,Saginaw County,MI,43.4044253,-84.0167423
Saguache CountyCO,Saguache County,CO,38.0019623,-106.3463791
Salem cityVA,Salem city,VA,37.2934681,-80.0547626
Salem CountyNJ,Salem County,NJ,39.5848777,-75.3878525
Salinas MunicipioPR,Salinas Municipio,PR,18.0022251,-66.2605176
Saline CountyAR,Saline County,AR,34.5708215,-92.539603
Saline CountyIL,Saline County,IL,37.7149675,-88.556531
Saline CountyKS,Saline County,KS,38.8174853,-97.6982272
Saline CountyMO,Saline County,MO,39.1943564,-93.1779659
Saline CountyNE,Saline County,NE,40.4930367,-97.179026
Salt Lake CountyUT,Salt Lake County,UT,40.644188,-111.9522491
Saluda CountySC,Saluda County,SC,34.008713,-81.734942
Sampson CountyNC,Sampson County,NC,34.9197548,-78.3842227
San Augustine CountyTX,San Augustine County,TX,31.4699363,-94.1513764
San Benito CountyCA,San Benito County,CA,36.5760883,-120.9876321
San Bernardino CountyCA,San Bernardino County,CA,34.9592083,-116.419389
San Diego CountyCA,San Diego County,CA,33.0933809,-116.6081653
San Francisco CountyCA,San Francisco County,CA,37.7749295,-122.4194155
San Germán MunicipioPR,San Germán Municipio,PR,18.0799002,-67.0350137
San Jacinto CountyTX,San Jacinto County,TX,30.5187687,-95.1432068
San Joaquin CountyCA,San Joaquin County,CA,37.9175935,-121.1710389
San Juan CountyCO,San Juan County,CO,37.7573704,-107.71625
San Juan CountyNM,San Juan County,NM,36.3882439,-108.2377519
San Juan CountyUT,San Juan County,UT,37.4634157,-109.7591675
San Juan CountyWA,San Juan County,WA,48.6118035,-122.9602621
San Juan MunicipioPR,San Juan Municipio,PR,18.3863026,-66.058249
San JuanPR,San Juan,PR,18.4153108,-66.0593509
San Lorenzo MunicipioPR,San Lorenzo Municipio,PR,18.1895468,-65.9610304
San Luis Obispo CountyCA,San Luis Obispo County,CA,35.3102296,-120.4357631
San Mateo CountyCA,San Mateo County,CA,37.4337342,-122.4014193
San Miguel CountyCO,San Miguel County,CO,37.9781237,-108.1428669
San Miguel CountyNM,San Miguel County,NM,35.5117793,-104.8454619
San Patricio CountyTX,San Patricio County,TX,27.9999695,-97.5247243
San Saba CountyTX,San Saba County,TX,31.238909,-98.7481167
San Sebastián MunicipioPR,San Sebastián Municipio,PR,18.3161884,-66.9749731
Sanborn CountySD,Sanborn County,SD,44.0403291,-98.0465185
Sanders CountyMT,Sanders County,MT,47.6109463,-115.1316944
Sandoval CountyNM,Sandoval County,NM,35.6020667,-106.7234639
Sandusky CountyOH,Sandusky County,OH,41.3559092,-83.1220074
Sangamon CountyIL,Sangamon County,IL,39.7337353,-89.6251646
Sanilac CountyMI,Sanilac County,MI,43.4069041,-82.7347142
Sanpete CountyUT,Sanpete County,UT,39.3090085,-111.5706786
Santa Barbara CountyCA,Santa Barbara County,CA,34.4208267,-119.6984037
Santa Clara CountyCA,Santa Clara County,CA,37.2938907,-121.7195459
Santa Cruz CountyAZ,Santa Cruz County,AZ,31.5986127,-110.8076084
Santa Cruz CountyCA,Santa Cruz County,CA,37.0453995,-121.9579573
Santa Fe CountyNM,Santa Fe County,NM,35.3653705,-105.9699878
Santa Isabel MunicipioPR,Santa Isabel Municipio,PR,17.9857925,-66.3914388
Santa Rosa CountyFL,Santa Rosa County,FL,30.7689907,-86.9824288
Sarasota CountyFL,Sarasota County,FL,27.1995986,-82.345189
Saratoga CountyNY,Saratoga County,NY,43.0324245,-73.9359821
Sargent CountyND,Sargent County,ND,46.1089195,-97.6152418
Sarpy CountyNE,Sarpy County,NE,41.0744042,-96.195132
Sauk CountyWI,Sauk County,WI,43.4066375,-89.9253233
Saunders CountyNE,Saunders County,NE,41.168563,-96.663812
Sawyer CountyWI,Sawyer County,WI,45.8220169,-91.1685886
Schenectady CountyNY,Schenectady County,NY,42.8493445,-73.9830029
Schleicher CountyTX,Schleicher County,TX,30.9234947,-100.5296115
Schley CountyGA,Schley County,GA,32.2736136,-84.3121264
Schoharie CountyNY,Schoharie County,NY,42.6550335,-74.4994517
Schoolcraft CountyMI,Schoolcraft County,MI,46.0693515,-86.1903622
Schuyler CountyIL,Schuyler County,IL,40.1844543,-90.6393702
Schuyler CountyMO,Schuyler County,MO,40.4857709,-92.4999918
Schuyler CountyNY,Schuyler County,NY,42.3796425,-76.8720961
Schuylkill CountyPA,Schuylkill County,PA,40.6873058,-76.1783739
Scioto CountyOH,Scioto County,OH,38.861065,-82.9931607
Scotland CountyMO,Scotland County,MO,40.4921465,-92.1843285
Scotland CountyNC,Scotland County,NC,34.8451203,-79.4703885
Scott CountyAR,Scott County,AR,34.8854732,-93.9878427
Scott CountyIA,Scott County,IA,41.6393199,-90.6393702
Scott CountyIL,Scott County,IL,39.6094934,-90.4879916
Scott CountyIN,Scott County,IN,38.7008005,-85.7256372
Scott CountyKS,Scott County,KS,38.562531,-100.8903099
Scott CountyKY,Scott County,KY,38.3172361,-84.564147
Scott CountyMN,Scott County,MN,44.6834072,-93.5407909
Scott CountyMO,Scott County,MO,37.0394443,-89.6251646
Scott CountyMS,Scott County,MS,32.4456315,-89.4742177
Scott CountyTN,Scott County,TN,36.3976209,-84.5222189
Scott CountyVA,Scott County,VA,36.6815794,-82.605118
Scotts Bluff CountyNE,Scotts Bluff County,NE,41.8140936,-103.6362715
Screven CountyGA,Screven County,GA,32.7074673,-81.6035062
Scurry CountyTX,Scurry County,TX,32.6937844,-100.8903099
Searcy CountyAR,Searcy County,AR,35.9721,-92.6983868
Sebastian CountyAR,Sebastian County,AR,35.2260397,-94.315422
Sedgwick CountyCO,Sedgwick County,CO,40.8568843,-102.3463875
Sedgwick CountyKS,Sedgwick County,KS,37.6537367,-97.5247243
Seminole CountyFL,Seminole County,FL,28.7131688,-81.2078164
Seminole CountyGA,Seminole County,GA,30.9331429,-84.8984775
Seminole CountyOK,Seminole County,OK,35.1197519,-96.663812
Seneca CountyNY,Seneca County,NY,42.7651891,-76.8720961
Seneca CountyOH,Seneca County,OH,41.1585179,-83.1649001
Sequatchie CountyTN,Sequatchie County,TN,35.3469428,-85.3962769
Sequoyah CountyOK,Sequoyah County,OK,35.5155322,-94.7691586
Sevier CountyAR,Sevier County,AR,34.0346222,-94.2743628
Sevier CountyTN,Sevier County,TN,35.8271682,-83.5070203
Sevier CountyUT,Sevier County,UT,38.7333524,-111.6660725
Seward CountyKS,Seward County,KS,37.221014,-100.8903099
Seward CountyNE,Seward County,NE,40.8162078,-97.179026
Shackelford CountyTX,Shackelford County,TX,32.8242297,-99.2785583
Shannon CountyMO,Shannon County,MO,37.2028249,-91.443469
Sharkey CountyMS,Sharkey County,MS,32.9860902,-90.8294002
Sharp CountyAR,Sharp County,AR,36.1675974,-91.443469
Shasta CountyCA,Shasta County,CA,40.7908864,-121.8474493
Shawano CountyWI,Shawano County,WI,44.7683909,-88.7108964
Shawnee CountyKS,Shawnee County,KS,39.0928449,-95.8142885
Sheboygan CountyWI,Sheboygan County,WI,43.6895227,-87.6186379
Shelby CountyAL,Shelby County,AL,33.3039292,-86.6611083
Shelby CountyIA,Shelby County,IA,41.7177667,-95.3102505
Shelby CountyIL,Shelby County,IL,39.3980704,-88.864698
Shelby CountyIN,Shelby County,IN,39.4952877,-85.8486236
Shelby CountyKY,Shelby County,KY,38.1778076,-85.2308414
Shelby CountyMO,Shelby County,MO,39.8388716,-92.1057549
Shelby CountyOH,Shelby County,OH,40.3689335,-84.2278796
Shelby CountyTN,Shelby County,TN,35.1268552,-89.9253233
Shelby CountyTX,Shelby County,TX,31.8343021,-94.1513764
Shenandoah CountyVA,Shenandoah County,VA,38.8413778,-78.5660852
Sherburne CountyMN,Sherburne County,MN,45.4644612,-93.7298983
Sheridan CountyKS,Sheridan County,KS,39.3470831,-100.439656
Sheridan CountyMT,Sheridan County,MT,48.701151,-104.4278092
Sheridan CountyND,Sheridan County,ND,47.5391971,-100.2844016
Sheridan CountyNE,Sheridan County,NE,42.3613076,-102.2547919
Sheridan CountyWY,Sheridan County,WY,44.787904,-106.925973
Sherman CountyKS,Sherman County,KS,39.2982189,-101.7979613
Sherman CountyNE,Sherman County,NE,41.1751661,-98.9245343
Sherman CountyOR,Sherman County,OR,45.4122013,-120.753042
Sherman CountyTX,Sherman County,TX,36.2643429,-101.9804613
Shiawassee CountyMI,Shiawassee County,MI,42.949754,-84.1857115
Shoshone CountyID,Shoshone County,ID,47.1746948,-115.9104676
Sibley CountyMN,Sibley County,MN,44.5502089,-94.1513764
Sierra CountyCA,Sierra County,CA,39.5532845,-120.2512728
Sierra CountyNM,Sierra County,NM,33.134596,-107.1011931
Silver Bow CountyMT,Silver Bow County,MT,45.8804293,-112.5843056
Simpson CountyKY,Simpson County,KY,36.7772014,-86.6207943
Simpson CountyMS,Simpson County,MS,31.9017736,-89.9253233
Sioux CountyIA,Sioux County,IA,43.0869936,-96.1526985
Sioux CountyND,Sioux County,ND,46.0512004,-101.1175392
Sioux CountyNE,Sioux County,NE,42.5012873,-103.7289167
Siskiyou CountyCA,Siskiyou County,CA,41.7743261,-122.5770126
Sitka City and BoroughAK,Sitka City and Borough,AK,57.0532193,-135.3345513
Skagit CountyWA,Skagit County,WA,48.4241961,-121.7114362
Skagway MunicipalityAK,Skagway Municipality,AK,59.457178,-135.3145346
Skamania CountyWA,Skamania County,WA,45.9428524,-121.8962257
Slope CountyND,Slope County,ND,46.4129398,-103.5021012
Smith CountyKS,Smith County,KS,39.7333849,-98.7481167
Smith CountyMS,Smith County,MS,32.0826588,-89.4742177
Smith CountyTN,Smith County,TN,36.2388468,-85.971322
Smith CountyTX,Smith County,TX,32.3352505,-95.3102505
Smyth CountyVA,Smyth County,VA,36.8687921,-81.5596427
Snohomish CountyWA,Snohomish County,WA,48.0329979,-121.8339472
Snyder CountyPA,Snyder County,PA,40.750748,-77.0564464
Socorro CountyNM,Socorro County,NM,33.8837087,-106.7234639
Solano CountyCA,Solano County,CA,38.3104969,-121.9017954
Somerset CountyMD,Somerset County,MD,38.0862333,-75.8533954
Somerset CountyME,Somerset County,ME,45.5913402,-69.9999212
Somerset CountyNJ,Somerset County,NJ,40.5292099,-74.6400432
Somerset CountyPA,Somerset County,PA,40.022493,-78.9288242
Somervell CountyTX,Somervell County,TX,32.2547696,-97.7416703
Sonoma CountyCA,Sonoma County,CA,38.5779555,-122.9888319
Southampton CountyVA,Southampton County,VA,36.6788512,-77.1024902
Southeast Fairbanks Census AreaAK,Southeast Fairbanks Census Area,AK,63.9603869,-143.6296998
Spalding CountyGA,Spalding County,GA,33.2636732,-84.3121264
Spartanburg CountySC,Spartanburg County,SC,34.860551,-81.9534815
Spencer CountyIN,Spencer County,IN,37.9832621,-87.0224442
Spencer CountyKY,Spencer County,KY,38.0123167,-85.3136218
Spink CountySD,Spink County,SD,44.844023,-98.3516918
Spokane CountyWA,Spokane County,WA,47.5909399,-117.2776573
Spotsylvania CountyVA,Spotsylvania County,VA,38.204165,-77.6077865
St Bernard ParishLA,St Bernard Parish,LA,29.9719103,-89.2467191
St Clair CountyAL,St Clair County,AL,33.6530112,-86.3376761
St Francois CountyMO,St Francois County,MO,37.7652755,-90.4879916
St James ParishLA,St James Parish,LA,30.0179292,-90.7913227
St Lawrence CountyNY,St Lawrence County,NY,44.4473142,-74.930206
St Louis CountyMN,St Louis County,MN,47.7395106,-92.3623921
St Louis CountyMO,St Louis County,MO,38.6103023,-90.4125181
St Martin ParishLA,St Martin Parish,LA,30.2395901,-91.7538817
St Mary ParishLA,St Mary Parish,LA,29.502976,-91.443469
St Mary's CountyMD,St Mary's County,MD,38.1060259,-76.3637285
St Tammany ParishLA,St Tammany Parish,LA,30.4357418,-89.9253233
St. Bernard ParishLA,St. Bernard Parish,LA,29.9719103,-89.2467191
St. Charles CountyMO,St. Charles County,MO,38.7338885,-90.8294002
St. Charles ParishLA,St. Charles Parish,LA,29.9273657,-90.3371889
St. Clair CountyAL,St. Clair County,AL,33.6530112,-86.3376761
St. Clair CountyIL,St. Clair County,IL,38.400812,-89.9253233
St. Clair CountyMI,St. Clair County,MI,43.016179,-82.6483442
St. Clair CountyMO,St. Clair County,MO,38.001146,-93.8248241
St. Croix CountyWI,St. Croix County,WI,45.0497844,-92.3875695
St. Francis CountyAR,St. Francis County,AR,34.9926533,-90.7152749
St. Francois CountyMO,St. Francois County,MO,37.7652755,-90.4879916
St. Helena ParishLA,St. Helena Parish,LA,30.8021866,-90.6773046
St. James ParishLA,St. James Parish,LA,30.0179292,-90.7913227
St. John the Baptist ParishLA,St. John the Baptist Parish,LA,30.1118331,-90.4879916
St. Johns CountyFL,St. Johns County,FL,29.9719419,-81.4278984
St. Joseph CountyIN,St. Joseph County,IN,41.6228085,-86.3376761
St. Joseph CountyMI,St. Joseph County,MI,41.9118044,-85.520024
St. Landry ParishLA,St. Landry Parish,LA,30.6036535,-92.0665197
St. Lawrence CountyNY,St. Lawrence County,NY,44.4473142,-74.930206
St. Louis cityMO,St. Louis city,MO,38.6270025,-90.1994042
St. Louis CountyMN,St. Louis County,MN,47.7395106,-92.3623921
St. Louis CountyMO,St. Louis County,MO,38.6103023,-90.4125181
St. Lucie CountyFL,St. Lucie County,FL,27.3225563,-80.543845
St. Martin ParishLA,St. Martin Parish,LA,30.2395901,-91.7538817
St. Mary ParishLA,St. Mary Parish,LA,29.502976,-91.443469
St. Mary's CountyMD,St. Mary's County,MD,38.1060259,-76.3637285
St. Tammany ParishLA,St. Tammany Parish,LA,30.4357418,-89.9253233
Stafford CountyKS,Stafford County,KS,38.0749046,-98.7481167
Stafford CountyVA,Stafford County,VA,38.4334566,-77.4242972
Stanislaus CountyCA,Stanislaus County,CA,37.5090711,-120.9876321
Stanley CountySD,Stanley County,SD,44.3386264,-100.8000051
Stanly CountyNC,Stanly County,NC,35.3014554,-80.2321313
Stanton CountyKS,Stanton County,KS,37.6390381,-101.7979613
Stanton CountyNE,Stanton County,NE,41.9329995,-97.179026
Stark CountyIL,Stark County,IL,41.0795661,-89.8130356
Stark CountyND,Stark County,ND,46.8250004,-102.6554727
Stark CountyOH,Stark County,OH,40.8684676,-81.2518833
Starke CountyIN,Starke County,IN,41.2715616,-86.6207943
Starr CountyTX,Starr County,TX,26.6215167,-98.7481167
Staunton cityVA,Staunton city,VA,38.1494226,-79.0737047
Ste. Genevieve CountyMO,Ste. Genevieve County,MO,37.9642529,-91.8318334
Stearns CountyMN,Stearns County,MN,45.5844792,-94.5865603
Steele CountyMN,Steele County,MN,43.9758523,-93.1779659
Steele CountyND,Steele County,ND,47.4272265,-97.688456
Stephens CountyGA,Stephens County,GA,34.5458998,-83.2934086
Stephens CountyOK,Stephens County,OK,34.5203466,-97.87216
Stephens CountyTX,Stephens County,TX,32.6833723,-98.7481167
Stephenson CountyIL,Stephenson County,IL,42.314489,-89.6251646
Sterling CountyTX,Sterling County,TX,31.781493,-101.0711758
Steuben CountyIN,Steuben County,IN,41.6115471,-84.981754
Steuben CountyNY,Steuben County,NY,42.321027,-77.3783789
Stevens CountyKS,Stevens County,KS,37.186894,-101.2523792
Stevens CountyMN,Stevens County,MN,45.5215118,-95.9522178
Stevens CountyWA,Stevens County,WA,48.4558249,-117.9059909
Stewart CountyGA,Stewart County,GA,32.1141344,-84.8150781
Stewart CountyTN,Stewart County,TN,36.5023236,-87.7763333
Stillwater CountyMT,Stillwater County,MT,45.7001096,-109.3922403
Stoddard CountyMO,Stoddard County,MO,36.8680558,-89.9253233
Stokes CountyNC,Stokes County,NC,36.4244396,-80.2321313
Stone CountyAR,Stone County,AR,35.8075142,-92.2236667
Stone CountyMO,Stone County,MO,36.7748882,-93.4599326
Stone CountyMS,Stone County,MS,30.8013069,-89.1705998
Stonewall CountyTX,Stonewall County,TX,33.1114912,-100.1703257
Storey CountyNV,Storey County,NV,39.4847933,-119.5571677
Story CountyIA,Story County,IA,42.1040438,-93.5003454
Strafford CountyNH,Strafford County,NH,43.2926219,-71.0497768
Stutsman CountyND,Stutsman County,ND,46.939184,-98.9909139
Sublette CountyWY,Sublette County,WY,42.8138723,-109.7591675
Suffolk cityVA,Suffolk city,VA,36.7282054,-76.5835621
Suffolk CountyMA,Suffolk County,MA,42.3576609,-70.9784562
Suffolk CountyNY,Suffolk County,NY,40.9848784,-72.6151169
Sullivan CountyIN,Sullivan County,IN,39.0843122,-87.4207518
Sullivan CountyMO,Sullivan County,MO,40.1836505,-93.1779659
Sullivan CountyNH,Sullivan County,NH,43.3770392,-72.236379
Sullivan CountyNY,Sullivan County,NY,41.6897493,-74.7805192
Sullivan CountyPA,Sullivan County,PA,41.4781004,-76.5025742
Sullivan CountyTN,Sullivan County,TN,36.4933147,-82.345189
Sully CountySD,Sully County,SD,44.7797647,-100.0681792
Summers CountyWV,Summers County,WV,37.5812062,-80.8543847
Summit CountyCO,Summit County,CO,39.5911871,-106.0640179
Summit CountyOH,Summit County,OH,41.0918991,-81.5596427
Summit CountyUT,Summit County,UT,40.8297566,-110.9983515
Sumner CountyKS,Sumner County,KS,37.2236052,-97.6114217
Sumner CountyTN,Sumner County,TN,36.4718084,-86.4996546
Sumter CountyAL,Sumter County,AL,32.6155551,-88.2461183
Sumter CountyFL,Sumter County,FL,28.6747526,-82.0842901
Sumter CountyGA,Sumter County,GA,31.9981596,-84.2278796
Sumter CountySC,Sumter County,SC,33.9123048,-80.4103957
Sunflower CountyMS,Sunflower County,MS,33.526164,-90.6773046
Surry CountyNC,Surry County,NC,36.3743453,-80.6770787
Surry CountyVA,Surry County,VA,37.1185515,-76.8720961
Susquehanna CountyPA,Susquehanna County,PA,41.745553,-75.8069082
Sussex CountyDE,Sussex County,DE,38.6530841,-75.4344727
Sussex CountyNJ,Sussex County,NJ,41.1288481,-74.6868815
Sussex CountyVA,Sussex County,VA,36.9058167,-77.2405153
Sutter CountyCA,Sutter County,CA,39.0219764,-121.6739371
Sutton CountyTX,Sutton County,TX,30.5598827,-100.5296115
Suwannee CountyFL,Suwannee County,FL,30.2485096,-82.9931607
Swain CountyNC,Swain County,NC,35.4328955,-83.4643551
Sweet Grass CountyMT,Sweet Grass County,MT,45.7672796,-109.8979907
Sweetwater CountyWY,Sweetwater County,WY,41.8519395,-109.1880047
Swift CountyMN,Swift County,MN,45.2315651,-95.7196042
Swisher CountyTX,Swisher County,TX,34.5532757,-101.7979613
Switzerland CountyIN,Switzerland County,IN,38.8419394,-85.0649071
Talbot CountyGA,Talbot County,GA,32.6891322,-84.5222189
Talbot CountyMD,Talbot County,MD,38.7803973,-76.1319953
Taliaferro CountyGA,Taliaferro County,GA,33.5697878,-82.8855961
Talladega CountyAL,Talladega County,AL,33.4231716,-86.1344697
Tallahatchie CountyMS,Tallahatchie County,MS,33.9302578,-90.1869644
Tallapoosa CountyAL,Tallapoosa County,AL,32.9201244,-85.8486236
Tama CountyIA,Tama County,IA,42.1292592,-92.539603
Taney CountyMO,Taney County,MO,36.6576378,-93.0175712
Tangipahoa ParishLA,Tangipahoa Parish,LA,30.6194521,-90.3748354
Taos CountyNM,Taos County,NM,36.4358718,-105.5943388
Tarrant CountyTX,Tarrant County,TX,32.7732044,-97.3516558
Tate CountyMS,Tate County,MS,34.6413971,-89.9626799
Tattnall CountyGA,Tattnall County,GA,32.0634576,-82.0842901
Taylor CountyFL,Taylor County,FL,30.0993767,-83.6773928
Taylor CountyGA,Taylor County,GA,32.5407455,-84.2278796
Taylor CountyIA,Taylor County,IA,40.7846069,-94.645035
Taylor CountyKY,Taylor County,KY,37.332884,-85.3136218
Taylor CountyTX,Taylor County,TX,32.2455088,-99.8124935
Taylor CountyWI,Taylor County,WI,45.2231325,-90.529916
Taylor CountyWV,Taylor County,WV,39.3417635,-79.9640339
Tazewell CountyIL,Tazewell County,IL,40.5522078,-89.4742177
Tazewell CountyVA,Tazewell County,VA,37.124747,-81.5596427
Tehama CountyCA,Tehama County,CA,40.0982197,-122.174605
Telfair CountyGA,Telfair County,GA,31.8907647,-82.9931607
Teller CountyCO,Teller County,CO,38.8611579,-105.1726816
Tensas ParishLA,Tensas Parish,LA,32.077218,-91.2891036
Terrebonne ParishLA,Terrebonne Parish,LA,29.2299682,-90.7532809
Terrell CountyGA,Terrell County,GA,31.7370079,-84.4802606
Terrell CountyTX,Terrell County,TX,30.2348611,-102.1632718
Terry CountyTX,Terry County,TX,33.0909654,-102.3463875
Teton CountyID,Teton County,ID,43.7845793,-111.1917625
Teton CountyMT,Teton County,MT,47.9019946,-112.2717561
Teton CountyWY,Teton County,WY,43.853632,-110.6314491
Texas CountyMO,Texas County,MO,37.3673645,-91.9099238
Texas CountyOK,Texas County,OK,36.8301318,-101.4339148
Thayer CountyNE,Thayer County,NE,40.1460895,-97.5247243
Thomas CountyGA,Thomas County,GA,30.8417409,-83.8473015
Thomas CountyKS,Thomas County,KS,39.3702882,-101.0711758
Thomas CountyNE,Thomas County,NE,41.9882143,-100.5296115
Throckmorton CountyTX,Throckmorton County,TX,33.1814565,-99.2785583
Thurston CountyNE,Thurston County,NE,42.1685528,-96.5356449
Thurston CountyWA,Thurston County,WA,46.8645747,-122.7695986
Tift CountyGA,Tift County,GA,31.4205597,-83.5496566
Tillamook CountyOR,Tillamook County,OR,45.5293478,-123.7052374
Tillman CountyOK,Tillman County,OK,34.4478348,-98.9245343
Tioga CountyNY,Tioga County,NY,42.1256317,-76.3637285
Tioga CountyPA,Tioga County,PA,41.7649466,-77.2864879
Tippah CountyMS,Tippah County,MS,34.7688097,-88.864698
Tippecanoe CountyIN,Tippecanoe County,IN,40.3469731,-86.8220341
Tipton CountyIN,Tipton County,IN,40.2825661,-86.0529604
Tipton CountyTN,Tipton County,TN,35.5217179,-89.7379958
Tishomingo CountyMS,Tishomingo County,MS,34.7615024,-88.2461183
Titus CountyTX,Titus County,TX,33.2493126,-94.976654
Toa Alta MunicipioPR,Toa Alta Municipio,PR,18.3897502,-66.2482937
Toa AltaPR,Toa Alta,PR,18.3897502,-66.2482937
Toa Baja MunicipioPR,Toa Baja Municipio,PR,18.442056,-66.2538236
Todd CountyKY,Todd County,KY,36.8338638,-87.1422895
Todd CountyMN,Todd County,MN,46.0307728,-94.8315488
Todd CountyNE,Todd County,NE,46.0307728,-94.8315488
Todd CountySD,Todd County,SD,43.2115664,-100.7097867
Tolland CountyCT,Tolland County,CT,41.8418987,-72.3784679
Tom Green CountyTX,Tom Green County,TX,31.3839017,-100.439656
Tompkins CountyNY,Tompkins County,NY,42.4575747,-76.5488232
