County & State,County,State,latitude,longitude,optimal_customer_rate,anticipated_win_rate,target_margin,anticipated_provider_rate
Kendall CountyIL,Kendall County,IL,41.5507043,-88.4403883,950,0.50,0.95,42
Kendall CountyTX,Kendall County,TX,29.9603413,-98.7481167,950,0.50,0.95,42
Kenedy CountyTX,Kenedy County,TX,26.8697147,-97.6982272,950,0.50,0.95,42
Kennebec CountyME,Kennebec County,ME,44.4499153,-69.7038278,950,0.50,0.95,42
Kenosha CountyWI,Kenosha County,WI,42.5663156,-87.658113,950,0.50,0.95,42
Kent CountyDE,Kent County,DE,39.1440612,-75.4344727,950,0.50,0.95,42
Kent CountyMD,Kent County,MD,39.2713804,-76.1319953,950,0.50,0.95,42
Kent CountyMI,Kent County,MI,43.0097027,-85.520024,950,0.50,0.95,42
Kent CountyRI,Kent County,RI,41.6579147,-71.7147951,950,0.50,0.95,42
Kent CountyTX,Kent County,TX,33.2438434,-100.7097867,950,0.50,0.95,42
Kenton CountyKY,Kenton County,KY,38.9863872,-84.564147,950,0.50,0.95,42
Keokuk CountyIA,Keokuk County,IA,41.3397063,-92.2236667,950,0.50,0.95,42
Kern CountyCA,Kern County,CA,35.4937274,-118.8596804,950,0.50,0.95,42
Kerr CountyTX,Kerr County,TX,30.0945305,-99.456155,950,0.50,0.95,42
Kershaw CountySC,Kershaw County,SC,34.3671762,-80.5882803,950,0.50,0.95,42
Ketchikan Gateway BoroughAK,Ketchikan Gateway Borough,AK,55.5008653,-131.1495855,950,0.50,0.95,42
Kewaunee CountyWI,Kewaunee County,WI,44.5202599,-87.3810727,950,0.50,0.95,42
Keweenaw CountyMI,Keweenaw County,MI,47.7515686,-88.3249369,950,0.50,0.95,42
Keya Paha CountyNE,Keya Paha County,NE,42.8461857,-99.634135,950,0.50,0.95,42
Kidder CountyND,Kidder County,ND,46.8766313,-99.7506856,950,0.50,0.95,42
Kimball CountyNE,Kimball County,NE,41.1856601,-103.6362715,950,0.50,0.95,42
Kimble CountyTX,Kimble County,TX,30.4338473,-99.8124935,950,0.50,0.95,42
King and Queen CountyVA,King and Queen County,VA,37.7298568,-76.8951551,950,0.50,0.95,42
King CountyTX,King County,TX,33.644342,-100.1703257,950,0.50,0.95,42
King CountyWA,King County,WA,47.5480339,-121.9836029,950,0.50,0.95,42
King George CountyVA,King George County,VA,38.2372863,-77.1485163,950,0.50,0.95,42
King William CountyVA,King William County,VA,37.7372121,-77.1485163,950,0.50,0.95,42
Kingfisher CountyOK,Kingfisher County,OK,35.9181468,-97.87216,950,0.50,0.95,42
Kingman CountyKS,Kingman County,KS,37.6071593,-98.2212979,950,0.50,0.95,42
Kings CountyCA,Kings County,CA,36.0988489,-119.8815203,950,0.50,0.95,42
Kings CountyNY,Kings County,NY,40.6528762,-73.959494,950,0.50,0.95,42
Kingsbury CountySD,Kingsbury County,SD,44.3777311,-97.5247243,950,0.50,0.95,42
Kinney CountyTX,Kinney County,TX,29.2934865,-100.3497895,950,0.50,0.95,42
Kiowa CountyCO,Kiowa County,CO,38.3769671,-102.7135121,950,0.50,0.95,42
Kiowa CountyKS,Kiowa County,KS,37.5285165,-99.2785583,950,0.50,0.95,42
Kiowa CountyOK,Kiowa County,OK,34.9742541,-98.9245343,950,0.50,0.95,42
Kit Carson CountyCO,Kit Carson County,CO,39.3844507,-102.5298028,950,0.50,0.95,42
Kitsap CountyWA,Kitsap County,WA,47.6476607,-122.6412583,950,0.50,0.95,42
Kittitas CountyWA,Kittitas County,WA,47.1749548,-120.9319411,950,0.50,0.95,42
Kittson CountyMN,Kittson County,MN,48.7563083,-96.865445,950,0.50,0.95,42
Klamath CountyOR,Klamath County,OR,42.6952767,-121.6142133,950,0.50,0.95,42
Kleberg CountyTX,Kleberg County,TX,27.4308339,-97.6982272,950,0.50,0.95,42
Klickitat CountyWA,Klickitat County,WA,45.888824,-120.9711029,950,0.50,0.95,42
Knott CountyKY,Knott County,KY,37.3461117,-82.9931607,950,0.50,0.95,42
Knox CountyIL,Knox County,IL,40.8776411,-90.2244662,950,0.50,0.95,42
Knox CountyIN,Knox County,IN,38.6665815,-87.4207518,950,0.50,0.95,42
Knox CountyKY,Knox County,KY,36.9260578,-83.8897057,950,0.50,0.95,42
Knox CountyME,Knox County,ME,43.9969995,-68.9242652,950,0.50,0.95,42
Knox CountyMO,Knox County,MO,40.2058437,-92.2236667,950,0.50,0.95,42
Knox CountyNE,Knox County,NE,42.6712397,-97.87216,950,0.50,0.95,42
Knox CountyOH,Knox County,OH,40.459564,-82.3017728,950,0.50,0.95,42
Knox CountyTN,Knox County,TN,36.0186934,-83.8473015,950,0.50,0.95,42
Knox CountyTX,Knox County,TX,33.6734243,-99.8124935,950,0.50,0.95,42
Kodiak Island BoroughAK,Kodiak Island Borough,AK,57.5369343,-153.2659352,950,0.50,0.95,42
Koochiching CountyMN,Koochiching County,MN,48.1816012,-93.648322,950,0.50,0.95,42
Kootenai CountyID,Kootenai County,ID,47.7020027,-116.8409649,950,0.50,0.95,42
Kosciusko CountyIN,Kosciusko County,IN,41.2864679,-85.8486236,950,0.50,0.95,42
Kossuth CountyIA,Kossuth County,IA,43.2513384,-94.2333355,950,0.50,0.95,42
Kusilvak Census AreaAK,Kusilvak Census Area,AK,62.1458336,-162.8919191,950,0.50,0.95,42
La Crosse CountyWI,La Crosse County,WI,43.8617023,-91.135302,950,0.50,0.95,42
La Paz CountyAZ,La Paz County,AZ,34.0061091,-113.9536466,950,0.50,0.95,42
La Plata CountyCO,La Plata County,CO,37.2125857,-107.763621,950,0.50,0.95,42
La Porte CountyIN,La Porte County,IN,41.4775131,-86.8220341,950,0.50,0.95,42
La Salle CountyTX,La Salle County,TX,28.2758921,-99.1013498,950,0.50,0.95,42
Labette CountyKS,Labette County,KS,37.2639041,-95.3102505,950,0.50,0.95,42
Lac qui Parle CountyMN,Lac qui Parle County,MN,45.0562676,-96.2006981,950,0.50,0.95,42
Lackawanna CountyPA,Lackawanna County,PA,41.4421199,-75.5742467,950,0.50,0.95,42
Laclede CountyMO,Laclede County,MO,37.6965235,-92.539603,950,0.50,0.95,42
Lafayette CountyAR,Lafayette County,AR,33.2511695,-93.6217802,950,0.50,0.95,42
Lafayette CountyFL,Lafayette County,FL,30.0299573,-83.2077645,950,0.50,0.95,42
Lafayette CountyMO,Lafayette County,MO,39.0031288,-93.9878427,950,0.50,0.95,42
Lafayette CountyMS,Lafayette County,MS,34.4186994,-89.4742177,950,0.50,0.95,42
Lafayette CountyWI,Lafayette County,WI,42.6293203,-90.0746767,950,0.50,0.95,42
Lafayette ParishLA,Lafayette Parish,LA,30.1895142,-92.027319,950,0.50,0.95,42
Lafourche ParishLA,Lafourche Parish,LA,29.6952295,-90.5257823,950,0.50,0.95,42
LaGrange CountyIN,LaGrange County,IN,41.6288702,-85.3962769,950,0.50,0.95,42
Lajas MunicipioPR,Lajas Municipio,PR,18.0423603,-67.055581,950,0.50,0.95,42
Lake and Peninsula BoroughAK,Lake and Peninsula Borough,AK,58.0458356,-156.5982286,950,0.50,0.95,42
Lake CountyCA,Lake County,CA,39.0839644,-122.8084496,950,0.50,0.95,42
Lake CountyCO,Lake County,CO,39.1941167,-106.2992912,950,0.50,0.95,42
Lake CountyFL,Lake County,FL,28.702847,-81.7787021,950,0.50,0.95,42
Lake CountyIL,Lake County,IL,42.2904579,-87.6186379,950,0.50,0.95,42
Lake CountyIN,Lake County,IN,41.4897279,-87.3016132,950,0.50,0.95,42
Lake CountyMI,Lake County,MI,43.9446996,-85.8486236,950,0.50,0.95,42
Lake CountyMN,Lake County,MN,47.5964304,-91.4964639,950,0.50,0.95,42
Lake CountyMT,Lake County,MT,47.671374,-114.1339242,950,0.50,0.95,42
Lake CountyOH,Lake County,OH,41.981532,-81.2518833,950,0.50,0.95,42
Lake CountyOR,Lake County,OR,42.6986344,-120.565768,950,0.50,0.95,42
Lake CountySD,Lake County,SD,43.9466791,-97.179026,950,0.50,0.95,42
Lake CountyTN,Lake County,TN,36.3270676,-89.4931176,950,0.50,0.95,42
Lake of the Woods CountyMN,Lake of the Woods County,MN,48.6943855,-94.9265474,950,0.50,0.95,42
Lamar CountyAL,Lamar County,AL,33.6923649,-88.0900762,950,0.50,0.95,42
Lamar CountyGA,Lamar County,GA,33.0765883,-84.1435136,950,0.50,0.95,42
Lamar CountyMS,Lamar County,MS,31.1699705,-89.4742177,950,0.50,0.95,42
Lamar CountyTX,Lamar County,TX,33.75694,-95.6457951,950,0.50,0.95,42
Lamb CountyTX,Lamb County,TX,34.1486153,-102.3463875,950,0.50,0.95,42
Lamoille CountyVT,Lamoille County,VT,44.6433418,-72.6314026,950,0.50,0.95,42
LaMoure CountyND,LaMoure County,ND,46.4284976,-98.5457951,950,0.50,0.95,42
Lampasas CountyTX,Lampasas County,TX,31.2737682,-98.2212979,950,0.50,0.95,42
Lancaster CountyNE,Lancaster County,NE,40.8471492,-96.663812,950,0.50,0.95,42
Lancaster CountyPA,Lancaster County,PA,40.0466571,-76.1783739,950,0.50,0.95,42
Lancaster CountySC,Lancaster County,SC,34.7253411,-80.6770787,950,0.50,0.95,42
Lancaster CountyVA,Lancaster County,VA,37.7475945,-76.5025742,950,0.50,0.95,42
Lander CountyNV,Lander County,NV,40.0510104,-116.9852422,950,0.50,0.95,42
Lane CountyKS,Lane County,KS,38.4294888,-100.5296115,950,0.50,0.95,42
Lane CountyOR,Lane County,OR,43.9610092,-122.6618227,950,0.50,0.95,42
Langlade CountyWI,Langlade County,WI,45.220083,-89.0102133,950,0.50,0.95,42
Lanier CountyGA,Lanier County,GA,31.0291269,-83.0361376,950,0.50,0.95,42
Lapeer CountyMI,Lapeer County,MI,43.0482433,-83.1649001,950,0.50,0.95,42
LaPorte CountyIN,LaPorte County,IN,41.4775131,-86.8220341,950,0.50,0.95,42
Laramie CountyWY,Laramie County,WY,41.4269559,-104.8454619,950,0.50,0.95,42
Lares MunicipioPR,Lares Municipio,PR,18.2867857,-66.8506309,950,0.50,0.95,42
Larimer CountyCO,Larimer County,CO,40.6955572,-105.5943388,950,0.50,0.95,42
Larue CountyKY,Larue County,KY,37.5189552,-85.7256372,950,0.50,0.95,42
Las Animas CountyCO,Las Animas County,CO,37.2994909,-104.1001326,950,0.50,0.95,42
Las Marías MunicipioPR,Las Marías Municipio,PR,18.2517588,-66.9893366,950,0.50,0.95,42
Las Piedras MunicipioPR,Las Piedras Municipio,PR,18.1836693,-65.8695963,950,0.50,0.95,42
LaSalle CountyIL,LaSalle County,IL,41.4363987,-88.9413865,950,0.50,0.95,42
LaSalle ParishLA,LaSalle Parish,LA,31.7002461,-92.2236667,950,0.50,0.95,42
Lassen CountyCA,Lassen County,CA,40.5394389,-120.7120023,950,0.50,0.95,42
Latah CountyID,Latah County,ID,46.7360364,-116.6764195,950,0.50,0.95,42
Latimer CountyOK,Latimer County,OK,34.835035,-95.3102505,950,0.50,0.95,42
Lauderdale CountyAL,Lauderdale County,AL,34.8840876,-87.658113,950,0.50,0.95,42
Lauderdale CountyMS,Lauderdale County,MS,32.4401578,-88.7108964,950,0.50,0.95,42
Lauderdale CountyTN,Lauderdale County,TN,35.7838834,-89.6628111,950,0.50,0.95,42
Laurel CountyKY,Laurel County,KY,37.0693489,-84.1857115,950,0.50,0.95,42
Laurens CountyGA,Laurens County,GA,32.433014,-82.9931607,950,0.50,0.95,42
Laurens CountySC,Laurens County,SC,34.5203466,-82.12784,950,0.50,0.95,42
Lavaca CountyTX,Lavaca County,TX,29.3359054,-96.8350999,950,0.50,0.95,42
Lawrence CountyAL,Lawrence County,AL,34.567428,-87.3016132,950,0.50,0.95,42
Lawrence CountyAR,Lawrence County,AR,35.9969735,-91.135302,950,0.50,0.95,42
Lawrence CountyIL,Lawrence County,IL,38.7157534,-87.7763333,950,0.50,0.95,42
Lawrence CountyIN,Lawrence County,IN,38.8518863,-86.4996546,950,0.50,0.95,42
Lawrence CountyKY,Lawrence County,KY,38.052675,-82.7778579,950,0.50,0.95,42
Lawrence CountyMO,Lawrence County,MO,37.1500679,-93.8248241,950,0.50,0.95,42
Lawrence CountyMS,Lawrence County,MS,31.5369786,-90.0746767,950,0.50,0.95,42
Lawrence CountyOH,Lawrence County,OH,38.6232686,-82.5185837,950,0.50,0.95,42
Lawrence CountyPA,Lawrence County,PA,40.957855,-80.365865,950,0.50,0.95,42
Lawrence CountySD,Lawrence County,SD,44.310653,-103.7979877,950,0.50,0.95,42
Lawrence CountyTN,Lawrence County,TN,35.2761735,-87.460397,950,0.50,0.95,42
Le Flore CountyOK,Le Flore County,OK,34.8622042,-94.645035,950,0.50,0.95,42
Le Sueur CountyMN,Le Sueur County,MN,44.4162493,-93.6623239,950,0.50,0.95,42
Lea CountyNM,Lea County,NM,32.8968816,-103.3587288,950,0.50,0.95,42
Leake CountyMS,Leake County,MS,32.8073509,-89.4742177,950,0.50,0.95,42
Leavenworth CountyKS,Leavenworth County,KS,39.1713075,-95.018246,950,0.50,0.95,42
Lebanon CountyPA,Lebanon County,PA,40.3666686,-76.5025742,950,0.50,0.95,42
Lee CountyAL,Lee County,AL,32.5888702,-85.3962769,950,0.50,0.95,42
Lee CountyAR,Lee County,AR,34.7712669,-90.8294002,950,0.50,0.95,42
Lee CountyFL,Lee County,FL,26.6630286,-81.9534815,950,0.50,0.95,42
Lee CountyGA,Lee County,GA,31.8128435,-84.1435136,950,0.50,0.95,42
Lee CountyIA,Lee County,IA,40.7068663,-91.443469,950,0.50,0.95,42
Lee CountyIL,Lee County,IL,41.6789842,-89.3226954,950,0.50,0.95,42
Lee CountyKY,Lee County,KY,37.599443,-83.7199136,950,0.50,0.95,42
Lee CountyMS,Lee County,MS,34.2354138,-88.7108964,950,0.50,0.95,42
Lee CountyNC,Lee County,NC,35.4693744,-79.1548533,950,0.50,0.95,42
Lee CountySC,Lee County,SC,34.1630345,-80.2321313,950,0.50,0.95,42
Lee CountyTX,Lee County,TX,30.2967161,-96.9638624,950,0.50,0.95,42
Lee CountyVA,Lee County,VA,36.7075931,-83.0361376,950,0.50,0.95,42
Leelanau CountyMI,Leelanau County,MI,45.0821226,-86.0733634,950,0.50,0.95,42
Leflore CountyMS,Leflore County,MS,33.5274427,-90.3748354,950,0.50,0.95,42
Lehigh CountyPA,Lehigh County,PA,40.6519679,-75.5742467,950,0.50,0.95,42
Lemhi CountyID,Lemhi County,ID,45.0364592,-113.9230554,950,0.50,0.95,42
Lenawee CountyMI,Lenawee County,MI,41.8433859,-84.0167423,950,0.50,0.95,42
Lenoir CountyNC,Lenoir County,NC,35.2326725,-77.6077865,950,0.50,0.95,42
Leon CountyFL,Leon County,FL,30.4906177,-84.1857115,950,0.50,0.95,42
Leon CountyTX,Leon County,TX,31.2152685,-95.9832577,950,0.50,0.95,42
Leslie CountyKY,Leslie County,KY,37.0698286,-83.3789389,950,0.50,0.95,42
Letcher CountyKY,Letcher County,KY,37.125351,-82.8640623,950,0.50,0.95,42
Levy CountyFL,Levy County,FL,29.3178545,-82.820974,950,0.50,0.95,42
Lewis and Clark CountyMT,Lewis and Clark County,MT,47.2963974,-112.4029787,950,0.50,0.95,42
Lewis CountyID,Lewis County,ID,46.2664791,-116.4054092,950,0.50,0.95,42
Lewis CountyKY,Lewis County,KY,38.5079686,-83.3789389,950,0.50,0.95,42
Lewis CountyMO,Lewis County,MO,40.0500853,-91.7538817,950,0.50,0.95,42
Lewis CountyNY,Lewis County,NY,43.840112,-75.4344727,950,0.50,0.95,42
Lewis CountyTN,Lewis County,TN,35.4962054,-87.5000082,950,0.50,0.95,42
Lewis CountyWA,Lewis County,WA,46.6195461,-122.4554639,950,0.50,0.95,42
Lewis CountyWV,Lewis County,WV,39.0196167,-80.543845,950,0.50,0.95,42
Lexington City,Lexington City,VA,37.7840208,-79.4428157,950,0.50,0.95,42
Lexington CountySC,Lexington County,SC,33.9309651,-81.2518833,950,0.50,0.95,42
Liberty CountyFL,Liberty County,FL,30.1507777,-84.8567932,950,0.50,0.95,42
Liberty CountyGA,Liberty County,GA,31.842969,-81.4718387,950,0.50,0.95,42
Liberty CountyMT,Liberty County,MT,48.4917189,-110.9704148,950,0.50,0.95,42
Liberty CountyTX,Liberty County,TX,30.1633593,-94.8105955,950,0.50,0.95,42
Licking CountyOH,Licking County,OH,40.1460895,-82.4752757,950,0.50,0.95,42
Limestone CountyAL,Limestone County,AL,34.7800072,-86.9423801,950,0.50,0.95,42
Limestone CountyTX,Limestone County,TX,31.5461078,-96.663812,950,0.50,0.95,42
Lincoln CountyAR,Lincoln County,AR,33.9185116,-91.714958,950,0.50,0.95,42
Lincoln CountyCO,Lincoln County,CO,39.0457549,-103.3587288,950,0.50,0.95,42
Lincoln CountyGA,Lincoln County,GA,33.7875101,-82.4319405,950,0.50,0.95,42
Lincoln CountyID,Lincoln County,ID,43.0496418,-114.1694407,950,0.50,0.95,42
Lincoln CountyKS,Lincoln County,KS,39.1135788,-98.2212979,950,0.50,0.95,42
Lincoln CountyKY,Lincoln County,KY,37.4751264,-84.6479124,950,0.50,0.95,42
Lincoln CountyME,Lincoln County,ME,44.108282,-69.511031,950,0.50,0.95,42
Lincoln CountyMN,Lincoln County,MN,44.4507066,-96.3226072,950,0.50,0.95,42
Lincoln CountyMO,Lincoln County,MO,39.0669568,-90.9820668,950,0.50,0.95,42
Lincoln CountyMS,Lincoln County,MS,31.5359248,-90.5257823,950,0.50,0.95,42
Lincoln CountyMT,Lincoln County,MT,48.5880903,-115.6596529,950,0.50,0.95,42
Lincoln CountyNC,Lincoln County,NC,35.4637028,-81.2078164,950,0.50,0.95,42
Lincoln CountyNE,Lincoln County,NE,40.9338037,-100.8000051,950,0.50,0.95,42
Lincoln CountyNM,Lincoln County,NM,33.8853309,-105.4068079,950,0.50,0.95,42
Lincoln CountyNV,Lincoln County,NV,37.660825,-114.524264,950,0.50,0.95,42
Lincoln CountyOK,Lincoln County,OK,35.6342646,-96.8350999,950,0.50,0.95,42
Lincoln CountyOR,Lincoln County,OR,44.609549,-123.942359,950,0.50,0.95,42
Lincoln CountySD,Lincoln County,SD,43.2026862,-96.8350999,950,0.50,0.95,42
Lincoln CountyTN,Lincoln County,TN,35.1239397,-86.6207943,950,0.50,0.95,42
Lincoln CountyWA,Lincoln County,WA,47.5320525,-118.4701194,950,0.50,0.95,42
Lincoln CountyWI,Lincoln County,WI,45.3743102,-89.7725799,950,0.50,0.95,42
Lincoln CountyWV,Lincoln County,WV,38.1761009,-82.0842901,950,0.50,0.95,42
Lincoln CountyWY,Lincoln County,WY,42.0703294,-110.5215459,950,0.50,0.95,42
Lincoln ParishLA,Lincoln Parish,LA,32.598888,-92.6983868,950,0.50,0.95,42
Linn CountyIA,Linn County,IA,42.0659844,-91.6760691,950,0.50,0.95,42
Linn CountyKS,Linn County,KS,38.1339574,-94.8105955,950,0.50,0.95,42
Linn CountyMO,Linn County,MO,39.8556605,-93.1779659,950,0.50,0.95,42
Linn CountyOR,Linn County,OR,44.4099768,-122.53401,950,0.50,0.95,42
Lipscomb CountyTX,Lipscomb County,TX,36.2464455,-100.3497895,950,0.50,0.95,42
Litchfield CountyCT,Litchfield County,CT,41.7866294,-73.2765361,950,0.50,0.95,42
Little River CountyAR,Little River County,AR,33.6780909,-94.2743628,950,0.50,0.95,42
Live Oak CountyTX,Live Oak County,TX,28.342294,-98.0465185,950,0.50,0.95,42
Livingston CountyIL,Livingston County,IL,40.8688604,-88.556531,950,0.50,0.95,42
Livingston CountyKY,Livingston County,KY,37.2431347,-88.362785,950,0.50,0.95,42
Livingston CountyMI,Livingston County,MI,42.6207951,-83.8473015,950,0.50,0.95,42
Livingston CountyMO,Livingston County,MO,39.8464073,-93.5003454,950,0.50,0.95,42
Livingston CountyNY,Livingston County,NY,42.7576923,-77.8367282,950,0.50,0.95,42
Livingston ParishLA,Livingston Parish,LA,30.4340146,-90.6773046,950,0.50,0.95,42
Llano CountyTX,Llano County,TX,30.692528,-98.7481167,950,0.50,0.95,42
Logan CountyAR,Logan County,AR,35.2475011,-93.6623239,950,0.50,0.95,42
Logan CountyCO,Logan County,CO,40.7056181,-102.989615,950,0.50,0.95,42
Logan CountyIL,Logan County,IL,40.061338,-89.3226954,950,0.50,0.95,42
Logan CountyKS,Logan County,KS,38.9504774,-101.1617356,950,0.50,0.95,42
Logan CountyKY,Logan County,KY,36.869834,-86.8621827,950,0.50,0.95,42
Logan CountyND,Logan County,ND,46.5056729,-99.5270202,950,0.50,0.95,42
Logan CountyNE,Logan County,NE,41.5155698,-100.5296115,950,0.50,0.95,42
Logan CountyOH,Logan County,OH,40.3899679,-83.8473015,950,0.50,0.95,42
Logan CountyOK,Logan County,OK,35.9404623,-97.5247243,950,0.50,0.95,42
Logan CountyWV,Logan County,WV,37.7883016,-81.9534815,950,0.50,0.95,42
Loíza MunicipioPR,Loíza Municipio,PR,18.4268082,-65.8789636,950,0.50,0.95,42
Long CountyGA,Long County,GA,31.7755541,-81.8224362,950,0.50,0.95,42
Lonoke CountyAR,Lonoke County,AR,34.7591647,-91.9099238,950,0.50,0.95,42
Lorain CountyOH,Lorain County,OH,41.4116881,-82.12784,950,0.50,0.95,42
Los Alamos CountyNM,Los Alamos County,NM,35.8496249,-106.3228338,950,0.50,0.95,42
Los Angeles CountyCA,Los Angeles County,CA,34.3871821,-118.1122679,950,0.50,0.95,42
Loudon CountyTN,Loudon County,TN,35.7374411,-84.3121264,950,0.50,0.95,42
Loudoun CountyVA,Loudoun County,VA,39.076767,-77.6536125,950,0.50,0.95,42
Louisa CountyIA,Louisa County,IA,41.1933001,-91.2891036,950,0.50,0.95,42
Louisa CountyVA,Louisa County,VA,37.9925909,-77.973865,950,0.50,0.95,42
Loup CountyNE,Loup County,NE,41.9251335,-99.456155,950,0.50,0.95,42
Love CountyOK,Love County,OK,33.985839,-97.2221421,950,0.50,0.95,42
Loving CountyTX,Loving County,TX,31.8883434,-103.6362715,950,0.50,0.95,42
Lowndes CountyAL,Lowndes County,AL,32.221464,-86.6611083,950,0.50,0.95,42
Lowndes CountyGA,Lowndes County,GA,30.8600022,-83.2934086,950,0.50,0.95,42
Lowndes CountyMS,Lowndes County,MS,33.473423,-88.4403883,950,0.50,0.95,42
Lubbock CountyTX,Lubbock County,TX,33.6753624,-101.7979613,950,0.50,0.95,42
Lucas CountyIA,Lucas County,IA,40.9912021,-93.3388917,950,0.50,0.95,42
Lucas CountyOH,Lucas County,OH,41.6894388,-83.3789389,950,0.50,0.95,42
Luce CountyMI,Luce County,MI,46.5827512,-85.513329,950,0.50,0.95,42
Lumpkin CountyGA,Lumpkin County,GA,34.5813972,-83.9744262,950,0.50,0.95,42
Luna CountyNM,Luna County,NM,32.3259122,-107.8583868,950,0.50,0.95,42
Lunenburg CountyVA,Lunenburg County,VA,36.9261435,-78.2476146,950,0.50,0.95,42
Luquillo MunicipioPR,Luquillo Municipio,PR,18.3716049,-65.7175612,950,0.50,0.95,42
Luzerne CountyPA,Luzerne County,PA,41.1404353,-75.9927652,950,0.50,0.95,42
Lycoming CountyPA,Lycoming County,PA,41.2720004,-77.1024902,950,0.50,0.95,42
Lyman CountySD,Lyman County,SD,43.9016694,-99.8124935,950,0.50,0.95,42
Lynchburg cityVA,Lynchburg city,VA,37.4148819,-79.1422071,950,0.50,0.95,42
Lynn CountyTX,Lynn County,TX,33.1446401,-101.7979613,950,0.50,0.95,42
Lyon CountyIA,Lyon County,IA,43.3954333,-96.1526985,950,0.50,0.95,42
Lyon CountyKS,Lyon County,KS,38.4078037,-96.1526985,950,0.50,0.95,42
Lyon CountyKY,Lyon County,KY,37.0247261,-88.0900762,950,0.50,0.95,42
Lyon CountyMN,Lyon County,MN,44.3981292,-95.8987139,950,0.50,0.95,42
Lyon CountyNV,Lyon County,NV,38.9524739,-119.1390642,950,0.50,0.95,42
Mackinac CountyMI,Mackinac County,MI,46.023372,-84.9963081,950,0.50,0.95,42
Macomb CountyMI,Macomb County,MI,42.7168759,-82.820974,950,0.50,0.95,42
Macon CountyAL,Macon County,AL,32.3731182,-85.684578,950,0.50,0.95,42
Macon CountyGA,Macon County,GA,32.3523607,-84.059029,950,0.50,0.95,42
Macon CountyIL,Macon County,IL,39.8949055,-89.0179332,950,0.50,0.95,42
Macon CountyMO,Macon County,MO,39.871344,-92.539603,950,0.50,0.95,42
Macon CountyNC,Macon County,NC,35.1197519,-83.336188,950,0.50,0.95,42
Macon CountyTN,Macon County,TN,36.4983882,-85.971322,950,0.50,0.95,42
Macoupin CountyIL,Macoupin County,IL,39.2375268,-89.9253233,950,0.50,0.95,42
Madera CountyCA,Madera County,CA,37.251926,-119.6962677,950,0.50,0.95,42
Madison CountyAL,Madison County,AL,34.7239731,-86.4996546,950,0.50,0.95,42
Madison CountyAR,Madison County,AR,35.9466415,-93.6623239,950,0.50,0.95,42
Madison CountyFL,Madison County,FL,30.4586334,-83.5070203,950,0.50,0.95,42
Madison CountyGA,Madison County,GA,34.0990245,-83.2077645,950,0.50,0.95,42
Madison CountyIA,Madison County,IA,41.2922367,-93.9878427,950,0.50,0.95,42
Madison CountyID,Madison County,ID,43.7508332,-111.5583742,950,0.50,0.95,42
Madison CountyIL,Madison County,IL,38.9041402,-89.9253233,950,0.50,0.95,42
Madison CountyIN,Madison County,IN,40.1469349,-85.684578,950,0.50,0.95,42
Madison CountyKY,Madison County,KY,37.7143001,-84.3121264,950,0.50,0.95,42
Madison CountyMO,Madison County,MO,37.5528602,-90.3748354,950,0.50,0.95,42
Madison CountyMS,Madison County,MS,32.6729459,-90.0373201,950,0.50,0.95,42
Madison CountyMT,Madison County,MT,45.466729,-111.8865015,950,0.50,0.95,42
Madison CountyNC,Madison County,NC,35.8237518,-82.6915429,950,0.50,0.95,42
Madison CountyNE,Madison County,NE,41.9108264,-97.5247243,950,0.50,0.95,42
Madison CountyNY,Madison County,NY,42.9805975,-75.8069082,950,0.50,0.95,42
Madison CountyOH,Madison County,OH,39.9154985,-83.3789389,950,0.50,0.95,42
Madison CountyTN,Madison County,TN,35.6479574,-88.864698,950,0.50,0.95,42
Madison CountyTX,Madison County,TX,30.9888479,-95.940971,950,0.50,0.95,42
Madison CountyVA,Madison County,VA,38.3804062,-78.2575035,950,0.50,0.95,42
Madison ParishLA,Madison Parish,LA,32.4401578,-91.2891036,950,0.50,0.95,42
Magoffin CountyKY,Magoffin County,KY,37.730555,-83.0361376,950,0.50,0.95,42
Mahaska CountyIA,Mahaska County,IA,41.329588,-92.6983868,950,0.50,0.95,42
Mahnomen CountyMN,Mahnomen County,MN,47.3811737,-95.797516,950,0.50,0.95,42
Mahoning CountyOH,Mahoning County,OH,40.9871753,-80.7214417,950,0.50,0.95,42
Major CountyOK,Major County,OK,36.3479671,-98.5281613,950,0.50,0.95,42
Malheur CountyOR,Malheur County,OR,43.21716,-117.5791892,950,0.50,0.95,42
Manassas CityVA,Manassas City,VA,38.7512726,-77.4706769,950,0.50,0.95,42
Manassas Park City,Manassas Park City,VA,38.7840035,-77.4697111,950,0.50,0.95,42
Manatee CountyFL,Manatee County,FL,27.4799195,-82.345189,950,0.50,0.95,42
Manatí MunicipioPR,Manatí Municipio,PR,18.4204876,-66.4866733,950,0.50,0.95,42
Manistee CountyMI,Manistee County,MI,44.4162493,-86.3376761,950,0.50,0.95,42
Manitowoc CountyWI,Manitowoc County,WI,44.1438879,-87.460397,950,0.50,0.95,42
Marathon CountyWI,Marathon County,WI,44.850452,-89.8505012,950,0.50,0.95,42
Marengo CountyAL,Marengo County,AL,32.2459085,-87.7763333,950,0.50,0.95,42
Maricao MunicipioPR,Maricao Municipio,PR,18.1809934,-66.979206,950,0.50,0.95,42
Maricopa CountyAZ,Maricopa County,AZ,33.2917968,-112.4291464,950,0.50,0.95,42
